Sample in Buffer,Sample in Window,TRIGGER,axi_imem_rresp[1:0],axi_imem_rdata[31:0],axi_imem_arlen[7:0],axi_dmem_araddr[31:0],axi_dmem_wdata[31:0],axi_imem_araddr[31:0],axi_dmem_wstrb[3:0],axi_dmem_rdata[31:0],axi_dmem_awaddr[31:0],axi_dmem_arvalid,axi_dmem_awready,axi_dmem_awvalid,axi_dmem_bvalid,axi_dmem_rvalid,axi_dmem_wlast,axi_dmem_wvalid,axi_imem_arready,axi_imem_arvalid,axi_imem_rlast,axi_imem_rready,axi_imem_rvalid,uart_irq,uart_rxd,uart_txd
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1499,1499,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1500,1500,0,0,fef77ce3,00,ff010014,00000075,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1501,1501,0,0,fef77ce3,00,ff010014,0000006c,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1502,1502,0,0,fef77ce3,00,ff010014,00000064,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1503,1503,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1504,1504,0,0,fef77ce3,00,ff010014,00000062,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1505,1505,0,0,fef77ce3,00,ff010014,00000065,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1506,1506,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1507,1507,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1508,1508,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1509,1509,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1510,1510,0,0,fef77ce3,00,ff010014,00000031,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1511,1511,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1512,1512,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1513,1513,0,0,fef77ce3,00,ff010014,00000043,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1514,1514,0,0,fef77ce3,00,ff010014,00000068,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1515,1515,0,0,fef77ce3,00,ff010014,0000005f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1516,1516,0,0,fef77ce3,00,ff010014,00000031,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1517,1517,0,0,fef77ce3,00,ff010014,0000005f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1518,1518,0,0,fef77ce3,00,ff010014,00000047,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1519,1519,0,0,fef77ce3,00,ff010014,0000006c,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1520,1520,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1521,1521,0,0,fef77ce3,00,ff010014,00000062,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1522,1522,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1523,1523,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1524,1524,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1525,1525,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1526,1526,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1527,1527,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1528,1528,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1529,1529,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1530,1530,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1531,1531,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1532,1532,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1533,1533,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1534,1534,0,0,fef77ce3,00,ff010014,00000041,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1535,1535,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1536,1536,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1537,1537,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1538,1538,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1539,1539,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1540,1540,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1541,1541,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1542,1542,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1543,1543,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1544,1544,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1545,1545,0,0,fef77ce3,00,ff010014,00000073,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1546,1546,0,0,fef77ce3,00,ff010014,00000068,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1547,1547,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1548,1548,0,0,fef77ce3,00,ff010014,00000075,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1549,1549,0,0,fef77ce3,00,ff010014,0000006c,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1550,1550,0,0,fef77ce3,00,ff010014,00000064,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1551,1551,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1552,1552,0,0,fef77ce3,00,ff010014,00000062,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1553,1553,0,0,fef77ce3,00,ff010014,00000065,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1554,1554,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1555,1555,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1556,1556,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1557,1557,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1558,1558,0,0,fef77ce3,00,ff010014,00000041,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1559,1559,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1560,1560,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1561,1561,0,0,fef77ce3,00,ff010014,00000043,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1562,1562,0,0,fef77ce3,00,ff010014,00000068,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1563,1563,0,0,fef77ce3,00,ff010014,0000005f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1564,1564,0,0,fef77ce3,00,ff010014,00000032,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1565,1565,0,0,fef77ce3,00,ff010014,0000005f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1566,1566,0,0,fef77ce3,00,ff010014,00000047,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1567,1567,0,0,fef77ce3,00,ff010014,0000006c,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1568,1568,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1569,1569,0,0,fef77ce3,00,ff010014,00000062,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1570,1570,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1571,1571,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1572,1572,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1573,1573,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1574,1574,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1575,1575,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1576,1576,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1577,1577,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1578,1578,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1579,1579,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1580,1580,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1581,1581,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1582,1582,0,0,fef77ce3,00,ff010014,00000042,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1583,1583,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1584,1584,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1585,1585,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1586,1586,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1587,1587,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1588,1588,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1589,1589,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1590,1590,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1591,1591,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1592,1592,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1593,1593,0,0,fef77ce3,00,ff010014,00000073,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1594,1594,0,0,fef77ce3,00,ff010014,00000068,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1595,1595,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1596,1596,0,0,fef77ce3,00,ff010014,00000075,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1597,1597,0,0,fef77ce3,00,ff010014,0000006c,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1598,1598,0,0,fef77ce3,00,ff010014,00000064,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1599,1599,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1600,1600,0,0,fef77ce3,00,ff010014,00000062,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1601,1601,0,0,fef77ce3,00,ff010014,00000065,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1602,1602,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1603,1603,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1604,1604,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1605,1605,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1606,1606,0,0,fef77ce3,00,ff010014,00000042,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1607,1607,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1608,1608,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1609,1609,0,0,fef77ce3,00,ff010014,00000041,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1610,1610,0,0,fef77ce3,00,ff010014,00000072,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1611,1611,0,0,fef77ce3,00,ff010014,00000072,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1612,1612,0,0,fef77ce3,00,ff010014,0000005f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1613,1613,0,0,fef77ce3,00,ff010014,00000031,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1614,1614,0,0,fef77ce3,00,ff010014,0000005f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1615,1615,0,0,fef77ce3,00,ff010014,00000047,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1616,1616,0,0,fef77ce3,00,ff010014,0000006c,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1617,1617,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1618,1618,0,0,fef77ce3,00,ff010014,00000062,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1619,1619,0,0,fef77ce3,00,ff010014,0000005b,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1620,1620,0,0,fef77ce3,00,ff010014,00000038,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1621,1621,0,0,fef77ce3,00,ff010014,0000005d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1622,1622,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1623,1623,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1624,1624,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1625,1625,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1626,1626,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1627,1627,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1628,1628,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1629,1629,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1630,1630,0,0,fef77ce3,00,ff010014,00000037,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1631,1631,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1632,1632,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1633,1633,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1634,1634,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1635,1635,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1636,1636,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1637,1637,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1638,1638,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1639,1639,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1640,1640,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1641,1641,0,0,fef77ce3,00,ff010014,00000073,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1642,1642,0,0,fef77ce3,00,ff010014,00000068,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1643,1643,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1644,1644,0,0,fef77ce3,00,ff010014,00000075,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1645,1645,0,0,fef77ce3,00,ff010014,0000006c,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1646,1646,0,0,fef77ce3,00,ff010014,00000064,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1647,1647,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1648,1648,0,0,fef77ce3,00,ff010014,00000062,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1649,1649,0,0,fef77ce3,00,ff010014,00000065,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1650,1650,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1651,1651,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1652,1652,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1653,1653,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1654,1654,0,0,fef77ce3,00,ff010014,00000037,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1655,1655,0,0,fef77ce3,00,ff010014,0000000d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1656,1656,0,0,fef77ce3,00,ff010014,0000000a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1657,1657,0,0,fef77ce3,00,ff010014,00000041,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1658,1658,0,0,fef77ce3,00,ff010014,00000072,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1659,1659,0,0,fef77ce3,00,ff010014,00000072,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1660,1660,0,0,fef77ce3,00,ff010014,0000005f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1661,1661,0,0,fef77ce3,00,ff010014,00000032,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1662,1662,0,0,fef77ce3,00,ff010014,0000005f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1663,1663,0,0,fef77ce3,00,ff010014,00000047,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1664,1664,0,0,fef77ce3,00,ff010014,0000006c,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1665,1665,0,0,fef77ce3,00,ff010014,0000006f,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1666,1666,0,0,fef77ce3,00,ff010014,00000062,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1667,1667,0,0,fef77ce3,00,ff010014,0000005b,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1668,1668,0,0,fef77ce3,00,ff010014,00000038,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1669,1669,0,0,fef77ce3,00,ff010014,0000005d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1670,1670,0,0,fef77ce3,00,ff010014,0000005b,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1671,1671,0,0,fef77ce3,00,ff010014,00000037,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1672,1672,0,0,fef77ce3,00,ff010014,0000005d,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1673,1673,0,0,fef77ce3,00,ff010014,0000003a,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1674,1674,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1675,1675,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1676,1676,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1677,1677,0,0,fef77ce3,00,ff010014,00000020,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
1678,1678,0,0,fef77ce3,00,ff010014,00000035,ffffd440,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
