Sample in Buffer,Sample in Window,TRIGGER,axi_imem_rresp[1:0],axi_imem_rdata[31:0],axi_imem_arlen[7:0],axi_dmem_araddr[31:0],axi_dmem_wdata[31:0],axi_imem_araddr[31:0],axi_dmem_wstrb[3:0],axi_dmem_rdata[31:0],axi_dmem_awaddr[31:0],axi_dmem_arvalid,axi_dmem_awready,axi_dmem_awvalid,axi_dmem_bvalid,axi_dmem_rvalid,axi_dmem_wlast,axi_dmem_wvalid,axi_imem_arready,axi_imem_arvalid,axi_imem_rlast,axi_imem_rready,axi_imem_rvalid,uart_irq,uart_rxd,uart_txd
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
712,712,0,0,0017f793,00,ff010014,00000009,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
713,713,0,0,0017f793,00,ff010014,0000f600,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
714,714,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000001,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
715,715,0,0,0017f793,00,ff010014,0000000a,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
716,716,0,0,0017f793,00,ff010014,0000f500,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
717,717,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
718,718,0,0,0017f793,00,ff010014,0000000b,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
719,719,0,0,0017f793,00,ff010014,0000f400,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
720,720,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
721,721,0,0,0017f793,00,ff010014,0000000c,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
722,722,0,0,0017f793,00,ff010014,0000f300,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
723,723,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000f4,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
724,724,0,0,0017f793,00,ff010014,0000000d,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
725,725,0,0,0017f793,00,ff010014,0000f200,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
726,726,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000001,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
727,727,0,0,0017f793,00,ff010014,0000000e,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
728,728,0,0,0017f793,00,ff010014,0000f100,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
729,729,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000004,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
730,730,0,0,0017f793,00,ff010014,0000000f,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
731,731,0,0,0017f793,00,ff010014,0000f000,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
732,732,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000f0,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
733,733,0,0,0017f793,00,ff010014,00000010,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
734,734,0,0,0017f793,00,ff010014,0000ef00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
735,735,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
736,736,0,0,0017f793,00,ff010014,00000011,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
737,737,0,0,0017f793,00,ff010014,0000ee00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
738,738,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000f0,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
739,739,0,0,0017f793,00,ff010014,00000012,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
740,740,0,0,0017f793,00,ff010014,0000ed00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
741,741,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000068,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
742,742,0,0,0017f793,00,ff010014,00000013,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
743,743,0,0,0017f793,00,ff010014,0000ec00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
744,744,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000cc,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
745,745,0,0,0017f793,00,ff010014,00000014,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
746,746,0,0,0017f793,00,ff010014,0000eb00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
747,747,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
748,748,0,0,0017f793,00,ff010014,00000015,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
749,749,0,0,0017f793,00,ff010014,0000ea00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
750,750,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
751,751,0,0,0017f793,00,ff010014,00000016,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
752,752,0,0,0017f793,00,ff010014,0000e900,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
753,753,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
754,754,0,0,0017f793,00,ff010014,00000017,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
755,755,0,0,0017f793,00,ff010014,0000e800,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
756,756,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000cd,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
757,757,0,0,0017f793,00,ff010014,00000018,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
758,758,0,0,0017f793,00,ff010014,0000e700,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
759,759,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000f0,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
760,760,0,0,0017f793,00,ff010014,00000019,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
761,761,0,0,0017f793,00,ff010014,0000e600,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
762,762,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
763,763,0,0,0017f793,00,ff010014,0000001a,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
764,764,0,0,0017f793,00,ff010014,0000e500,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
765,765,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000036,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
766,766,0,0,0017f793,00,ff010014,0000001b,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
767,767,0,0,0017f793,00,ff010014,0000e400,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
768,768,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,0000007d,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
769,769,0,0,0017f793,00,ff010014,0000001c,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
770,770,0,0,0017f793,00,ff010014,0000e300,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
771,771,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000075,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
772,772,0,0,0017f793,00,ff010014,0000001d,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
773,773,0,0,0017f793,00,ff010014,0000e200,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
774,774,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000002,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
775,775,0,0,0017f793,00,ff010014,0000001e,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
776,776,0,0,0017f793,00,ff010014,0000e100,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
777,777,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000030,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
778,778,0,0,0017f793,00,ff010014,0000001f,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
779,779,0,0,0017f793,00,ff010014,0000e000,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
780,780,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
781,781,0,0,0017f793,00,ff010014,00000020,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
782,782,0,0,0017f793,00,ff010014,0000df00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
783,783,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000001,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
784,784,0,0,0017f793,00,ff010014,00000021,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
785,785,0,0,0017f793,00,ff010014,0000de00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
786,786,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
787,787,0,0,0017f793,00,ff010014,00000022,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
788,788,0,0,0017f793,00,ff010014,0000dd00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
789,789,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000013,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
790,790,0,0,0017f793,00,ff010014,00000023,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
791,791,0,0,0017f793,00,ff010014,0000dc00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
792,792,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000014,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
793,793,0,0,0017f793,00,ff010014,00000024,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
794,794,0,0,0017f793,00,ff010014,0000db00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
795,795,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000001,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
796,796,0,0,0017f793,00,ff010014,00000025,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
797,797,0,0,0017f793,00,ff010014,0000da00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
798,798,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000001,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
799,799,0,0,0017f793,00,ff010014,00000026,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
800,800,0,0,0017f793,00,ff010014,0000d900,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
801,801,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
802,802,0,0,0017f793,00,ff010014,00000027,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
803,803,0,0,0017f793,00,ff010014,0000d800,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
804,804,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000003,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
805,805,0,0,0017f793,00,ff010014,00000028,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
806,806,0,0,0017f793,00,ff010014,0000d700,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
807,807,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000fe,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
808,808,0,0,0017f793,00,ff010014,00000029,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
809,809,0,0,0017f793,00,ff010014,0000d600,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
810,810,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000fd,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
811,811,0,0,0017f793,00,ff010014,0000002a,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
812,812,0,0,0017f793,00,ff010014,0000d500,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
813,813,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
814,814,0,0,0017f793,00,ff010014,0000002b,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
815,815,0,0,0017f793,00,ff010014,0000d400,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
816,816,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
817,817,0,0,0017f793,00,ff010014,0000002c,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
818,818,0,0,0017f793,00,ff010014,0000d300,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
819,819,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000ff,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
820,820,0,0,0017f793,00,ff010014,0000002d,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
821,821,0,0,0017f793,00,ff010014,0000d200,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
822,822,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000ff,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
823,823,0,0,0017f793,00,ff010014,0000002e,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
824,824,0,0,0017f793,00,ff010014,0000d100,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
825,825,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
826,826,0,0,0017f793,00,ff010014,0000002f,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
827,827,0,0,0017f793,00,ff010014,0000d000,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
828,828,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000ff,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
829,829,0,0,0017f793,00,ff010014,00000030,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
830,830,0,0,0017f793,00,ff010014,0000cf00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
831,831,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000ff,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
832,832,0,0,0017f793,00,ff010014,00000031,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
833,833,0,0,0017f793,00,ff010014,0000ce00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
834,834,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000002,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
835,835,0,0,0017f793,00,ff010014,00000032,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
836,836,0,0,0017f793,00,ff010014,0000cd00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
837,837,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
838,838,0,0,0017f793,00,ff010014,00000033,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
839,839,0,0,0017f793,00,ff010014,0000cc00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
840,840,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000ff,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
841,841,0,0,0017f793,00,ff010014,00000034,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
842,842,0,0,0017f793,00,ff010014,0000cb00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
843,843,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000ff,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
844,844,0,0,0017f793,00,ff010014,00000035,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
845,845,0,0,0017f793,00,ff010014,0000ca00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
846,846,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000fe,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
847,847,0,0,0017f793,00,ff010014,00000036,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
848,848,0,0,0017f793,00,ff010014,0000c900,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
849,849,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000001,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
850,850,0,0,0017f793,00,ff010014,00000037,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
851,851,0,0,0017f793,00,ff010014,0000c800,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
852,852,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000008,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
853,853,0,0,0017f793,00,ff010014,00000038,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
854,854,0,0,0017f793,00,ff010014,0000c700,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
855,855,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000001,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
856,856,0,0,0017f793,00,ff010014,00000039,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
857,857,0,0,0017f793,00,ff010014,0000c600,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
858,858,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000fc,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
859,859,0,0,0017f793,00,ff010014,0000003a,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
860,860,0,0,0017f793,00,ff010014,0000c500,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
861,861,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000002,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
862,862,0,0,0017f793,00,ff010014,0000003b,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
863,863,0,0,0017f793,00,ff010014,0000c400,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
864,864,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,0000000d,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
865,865,0,0,0017f793,00,ff010014,0000003c,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
866,866,0,0,0017f793,00,ff010014,0000c300,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
867,867,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000002,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
868,868,0,0,0017f793,00,ff010014,0000003d,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
869,869,0,0,0017f793,00,ff010014,0000c200,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
870,870,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
871,871,0,0,0017f793,00,ff010014,0000003e,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
872,872,0,0,0017f793,00,ff010014,0000c100,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
873,873,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,000000b4,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
874,874,0,0,0017f793,00,ff010014,0000003f,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
875,875,0,0,0017f793,00,ff010014,0000c000,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
876,876,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000001,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
877,877,0,0,0017f793,00,ff010014,00000040,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
878,878,0,0,0017f793,00,ff010014,0000bf00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
879,879,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,0000000e,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
880,880,0,0,0017f793,00,ff010014,00000041,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
881,881,0,0,0017f793,00,ff010014,0000be00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
882,882,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
883,883,0,0,0017f793,00,ff010014,00000042,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
884,884,0,0,0017f793,00,ff010014,0000bd00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
885,885,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,0000000e,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
886,886,0,0,0017f793,00,ff010014,00000043,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
887,887,0,0,0017f793,00,ff010014,0000bc00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
888,888,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,00000040,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
889,889,0,0,0017f793,00,ff010014,00000044,ffffe3b0,1,00000060,ffffce0c,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
890,890,0,0,0017f793,00,ff010014,0000bb00,ffffe3b0,2,00000060,ffffce0d,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
891,891,0,0,00168693,00,ffffce0c,00000006,ffffe5c0,f,0000000a,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
